ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000120501	137.843616352133	4.30962445276232	0.357714560530886	9.45258674700551e-35	2.30917241642598e-30	ENSMUSG00000120501.1		lncRNA	8	35877458	35882554	-1	havana_tagene	novel transcript
ENSMUSG00000085834	450.020501930091	2.61134360726798	0.268613068348376	2.12928988259691e-30	1.73388075139866e-26	ENSMUSG00000085834.2	Gm15622	lncRNA	13	93761890	93765141	1	havana	predicted gene 15622 [Source:MGI Symbol;Acc:MGI:3783067]
ENSMUSG00000110384	95.1894481610261	5.44091306372694	0.523572699678812	3.6455063773126e-27	2.22640188228423e-23	ENSMUSG00000110384.2	Gm45301	lncRNA	8	35874625	35876660	-1	havana	predicted gene 45301 [Source:MGI Symbol;Acc:MGI:5791137]
ENSMUSG00000113387	209.123053622348	2.48063864795545	0.387691443292115	5.51940183225173e-17	1.12361222800065e-13	ENSMUSG00000113387.2	Gm31508	lncRNA	12	28960228	29091873	1	havana	predicted gene, 31508 [Source:MGI Symbol;Acc:MGI:5590667]
ENSMUSG00000086245	102.861497200248	1.71395763851403	0.224707639224134	4.52421689711568e-16	7.89443532711708e-13	ENSMUSG00000086245.2	Gm16170	lncRNA	11	48734475	48744320	-1	havana	predicted gene 16170 [Source:MGI Symbol;Acc:MGI:3805548]
ENSMUSG00000120379	189.220603069144	2.15028132743534	0.325095539651967	7.34097010872508e-15	8.96662793930225e-12	ENSMUSG00000120379.1		lncRNA	12	28948567	29001599	1	havana_tagene	novel transcript
ENSMUSG00000121283	530.440836786954	1.22573351818944	0.173503052171534	2.52050447142071e-14	2.56555848884736e-11	ENSMUSG00000121283.1		lncRNA	6	122152974	122225522	1	havana	novel transcript
ENSMUSG00000112774	1581.75549836399	0.982397287914424	0.144801580691909	1.82635907448412e-13	1.43922986550234e-10	ENSMUSG00000112774.3	Gm36041	lncRNA	10	122222797	122270938	1	havana	predicted gene, 36041 [Source:MGI Symbol;Acc:MGI:5595200]
ENSMUSG00000104960	502.365894704067	-0.824100999643793	0.122287701807408	5.76766217291959e-13	3.91383942284036e-10	ENSMUSG00000104960.3	Snhg8	lncRNA	3	123301194	123302053	-1	havana	small nucleolar RNA host gene 8 [Source:MGI Symbol;Acc:MGI:1917145]
ENSMUSG00000084788	398.423814807185	1.73638994379472	0.267237591394512	9.88184878403117e-13	5.5031573987041e-10	ENSMUSG00000084788.3	Gm11342	lncRNA	13	24519920	24598786	-1	havana	predicted gene 11342 [Source:MGI Symbol;Acc:MGI:3652098]
ENSMUSG00000113986	194.187910953823	1.43588937460301	0.219314770640618	1.16611575002933e-12	6.1928351429275e-10	ENSMUSG00000113986.2	Gm31333	lncRNA	12	29189166	29249767	1	havana	predicted gene, 31333 [Source:MGI Symbol;Acc:MGI:5590492]
ENSMUSG00000113544	49.5267294232611	3.26483495137003	0.791968161427454	1.00044625608073e-11	4.14235620166036e-09	ENSMUSG00000113544.2	4833405L11Rik	lncRNA	12	29154486	29156849	-1	havana	RIKEN cDNA 4833405L11 gene [Source:MGI Symbol;Acc:MGI:1924112]
ENSMUSG00000085440	96.8011450720737	1.69603722365776	0.284081756244513	2.6424278951589e-11	9.93105708474414e-09	ENSMUSG00000085440.2	Sorbs2os	lncRNA	8	46176362	46272334	-1	havana	sorbin and SH3 domain containing 2, opposite strand [Source:MGI Symbol;Acc:MGI:2443013]
ENSMUSG00000114213	98.1753340233437	1.55944510258534	0.261654586718699	3.95736896268447e-11	1.40108067231042e-08	ENSMUSG00000114213.2	A430090L17Rik	lncRNA	13	114260884	114288128	-1	havana	RIKEN cDNA A430090L17 gene [Source:MGI Symbol;Acc:MGI:2442754]
ENSMUSG00000121137	659.830848606197	0.583481010464898	0.0927428340219721	6.84953112831272e-11	2.20167363070462e-08	ENSMUSG00000121137.1		lncRNA	12	8622155	8638094	1	havana_tagene	novel transcript, antisense to Slc7a15
ENSMUSG00000097311	52.1259019137827	1.60981243414469	0.282658368080246	1.55744001213907e-10	4.5839400068127e-08	ENSMUSG00000097311.9	Gm26871	lncRNA	3	118223973	118323671	1	havana	predicted gene, 26871 [Source:MGI Symbol;Acc:MGI:5477365]
ENSMUSG00000118631	511.585045400269	1.58598090984709	0.287544065644818	4.23851583120585e-10	1.03542703240528e-07	ENSMUSG00000118631.3	Gm53019	lncRNA	13	24507695	24513023	-1	havana	predicted gene, 53019 [Source:MGI Symbol;Acc:MGI:6388910]
ENSMUSG00000113041	247.086014611807	1.20985824619542	0.220927448470287	5.82117686078318e-10	1.32902364048666e-07	ENSMUSG00000113041.2	Gm48302	lncRNA	13	75875398	75877281	1	havana	predicted gene, 48302 [Source:MGI Symbol;Acc:MGI:6097746]
