ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000072589	154.339330697329	-2.3749926599012	0.414933695845878	4.6868784319892e-11	1.22395226430047e-07	ENSMUSG00000072589.5	Gm10371	lncRNA	14	47335136	47353618	-1	havana	predicted gene 10371 [Source:MGI Symbol;Acc:MGI:3642716]
ENSMUSG00000075184	189.476901271278	-1.96768982912056	0.335204899820472	1.23717179483205e-10	2.64338624490342e-07	ENSMUSG00000075184.5	F930017D23Rik	lncRNA	10	43469370	43585664	1	ensembl_havana	RIKEN cDNA F930017D23 gene [Source:MGI Symbol;Acc:MGI:3822538]
ENSMUSG00000121503	93.2098615772684	-1.57369995480255	0.329980029635464	1.16130532364321e-07	0.000104977534698409	ENSMUSG00000121503.1	H2-K2	lncRNA	17	34193608	34197811	-1	havana	histocompatibility 2, K region locus 2 [Source:NCBI gene (formerly Entrezgene);Acc:630499]
ENSMUSG00000097697	181.088322574304	1.84393674548571	0.415123364598748	2.21746584787687e-07	0.000162865936945781	ENSMUSG00000097697.4	4833412C05Rik	lncRNA	7	67434151	67453887	-1	havana	RIKEN cDNA 4833412C05 gene [Source:MGI Symbol;Acc:MGI:1921154]
ENSMUSG00000097613	13.8166615873862	3.97361373539547	1.13971687337024	7.93616657019368e-07	0.000363149017959037	ENSMUSG00000097613.2	Gm17597	lncRNA	15	81684992	81686814	-1	havana	predicted gene, 17597 [Source:MGI Symbol;Acc:MGI:4937231]
ENSMUSG00000110235	19.145207554448	-3.185931672513	0.941127624730782	9.60680625817281e-07	0.000426016542426105	ENSMUSG00000110235.3	Gm5086	lncRNA	13	97696405	97720504	1	havana	predicted gene 5086 [Source:MGI Symbol;Acc:MGI:3644417]
ENSMUSG00000116656	871.193265985601	-0.658819643949978	0.182988032465101	1.29069231712338e-06	0.000541698955881263	ENSMUSG00000116656.2	Gm49708	lncRNA	16	90138483	90146530	-1	havana	predicted gene, 49708 [Source:MGI Symbol;Acc:MGI:6215173]
ENSMUSG00000120381	312.970388165509	0.946167511732504	0.257138905692417	2.1069700946913e-06	0.000798711582831121	ENSMUSG00000120381.1		lncRNA	17	79746334	79759191	-1	havana_tagene	novel transcript
ENSMUSG00000108866	20.2910514991006	-2.36766624515039	0.780358157439421	3.31310211947736e-06	0.00109673012836727	ENSMUSG00000108866.2	Gm35082	lncRNA	7	100324295	100326967	1	havana	predicted gene, 35082 [Source:MGI Symbol;Acc:MGI:5594241]
ENSMUSG00000120636	254.290675143791	1.34268114246813	0.389693214301252	5.86523090316677e-06	0.00172313152396411	ENSMUSG00000120636.1		lncRNA	18	12389245	12393168	1	havana_tagene	novel transcript, antisense to Ankrd29
