ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000085834	432.694722810326	3.02980919521759	0.275297419172722	5.45058566254235e-36	1.32492836285079e-31	ENSMUSG00000085834.2	Gm15622	lncRNA	13	93761890	93765141	1	havana	predicted gene 15622 [Source:MGI Symbol;Acc:MGI:3783067]
ENSMUSG00000120501	127.527111057385	5.19085263933186	0.436295740388112	1.95044255339159e-34	2.37056787939214e-30	ENSMUSG00000120501.1		lncRNA	8	35877458	35882554	-1	havana_tagene	novel transcript
ENSMUSG00000110384	91.5265741033495	5.17755852540309	0.489676127167203	6.33795795105135e-28	5.13543606247187e-24	ENSMUSG00000110384.2	Gm45301	lncRNA	8	35874625	35876660	-1	havana	predicted gene 45301 [Source:MGI Symbol;Acc:MGI:5791137]
ENSMUSG00000113387	191.677347591924	2.8155863464142	0.443884913892354	2.5948889753986e-18	9.01093731628418e-15	ENSMUSG00000113387.2	Gm31508	lncRNA	12	28960228	29091873	1	havana	predicted gene, 31508 [Source:MGI Symbol;Acc:MGI:5590667]
ENSMUSG00000015451	408.208793460027	1.11043503468132	0.143417099727859	1.44143550089767e-16	3.18531037780188e-13	ENSMUSG00000015451.17	C4a	lncRNA	17	35028069	35042440	-1	ensembl_havana	complement component 4A (Rodgers blood group) [Source:MGI Symbol;Acc:MGI:98320]
ENSMUSG00000113986	191.300033600255	1.49221691474604	0.215529076747222	9.34207032756847e-14	1.08136688344064e-10	ENSMUSG00000113986.2	Gm31333	lncRNA	12	29189166	29249767	1	havana	predicted gene, 31333 [Source:MGI Symbol;Acc:MGI:5590492]
ENSMUSG00000101970	699.371990774447	0.629909074595904	0.0908473737320171	5.14064911613431e-13	4.62810735981455e-10	ENSMUSG00000101970.10	Chaserr	lncRNA	7	73189549	73208143	-1	havana	CHD2 adjacent suppressive regulatory RNA [Source:MGI Symbol;Acc:MGI:1916420]
ENSMUSG00000118631	519.172644943874	1.63192017674175	0.258152662280292	2.96937737981902e-12	2.18726137420123e-09	ENSMUSG00000118631.3	Gm53019	lncRNA	13	24507695	24513023	-1	havana	predicted gene, 53019 [Source:MGI Symbol;Acc:MGI:6388910]
ENSMUSG00000112774	1566.18394642354	0.944724880896566	0.153744756603846	1.26501474220202e-11	6.68477790292319e-09	ENSMUSG00000112774.3	Gm36041	lncRNA	10	122222797	122270938	1	havana	predicted gene, 36041 [Source:MGI Symbol;Acc:MGI:5595200]
ENSMUSG00000120379	180.920314160751	1.91153699925278	0.345508496037238	1.67318990821112e-11	7.97488240956781e-09	ENSMUSG00000120379.1		lncRNA	12	28948567	29001599	1	havana_tagene	novel transcript
ENSMUSG00000085440	93.8376934124743	1.46186209729513	0.239969290884315	1.87123915018303e-11	8.74732331974021e-09	ENSMUSG00000085440.2	Sorbs2os	lncRNA	8	46176362	46272334	-1	havana	sorbin and SH3 domain containing 2, opposite strand [Source:MGI Symbol;Acc:MGI:2443013]
ENSMUSG00000084788	379.969419949854	1.62582253972673	0.270687578138504	1.92434214495743e-11	8.82583186030666e-09	ENSMUSG00000084788.3	Gm11342	lncRNA	13	24519920	24598786	-1	havana	predicted gene 11342 [Source:MGI Symbol;Acc:MGI:3652098]
ENSMUSG00000054391	161.086546847692	1.74150168479832	0.303217669479402	3.84452541940741e-11	1.50730199830573e-08	ENSMUSG00000054391.13	4930517O19Rik	lncRNA	14	100450578	100482775	1	havana	RIKEN cDNA 4930517O19 gene [Source:MGI Symbol;Acc:MGI:1922325]
ENSMUSG00000112734	133.100159372562	1.46698458981391	0.245838271981717	3.82872763081796e-11	1.50730199830573e-08	ENSMUSG00000112734.2	Gm47644	lncRNA	10	53213849	53221181	-1	havana	predicted gene, 47644 [Source:MGI Symbol;Acc:MGI:6096722]
ENSMUSG00000121283	511.622982461695	1.11440208728171	0.201249548103038	4.1480398959606e-10	1.17244829989547e-07	ENSMUSG00000121283.1		lncRNA	6	122152974	122225522	1	havana	novel transcript
ENSMUSG00000104960	484.889829591211	-0.614959601654446	0.105708900330283	8.25563977652338e-10	2.13487331582692e-07	ENSMUSG00000104960.3	Snhg8	lncRNA	3	123301194	123302053	-1	havana	small nucleolar RNA host gene 8 [Source:MGI Symbol;Acc:MGI:1917145]
ENSMUSG00000104973	66.6916064145788	1.41207410799846	0.261032950308066	8.51785520010518e-10	2.1794949916227e-07	ENSMUSG00000104973.2	A530041M06Rik	lncRNA	3	104406636	104408923	-1	havana	RIKEN cDNA A530041M06 gene [Source:MGI Symbol;Acc:MGI:3026943]
ENSMUSG00000113544	42.7399245974505	2.66897880952175	0.81225502527362	1.00909395053563e-09	2.50296487241022e-07	ENSMUSG00000113544.2	4833405L11Rik	lncRNA	12	29154486	29156849	-1	havana	RIKEN cDNA 4833405L11 gene [Source:MGI Symbol;Acc:MGI:1924112]
ENSMUSG00000120174	933.511845773247	-1.21667716145611	0.232228834701712	2.17035382571694e-09	4.79608734504794e-07	ENSMUSG00000120174.1	4931408D14Rik	lncRNA	19	37235740	37241516	-1	havana_tagene	RIKEN cDNA 4931408D14 gene [Source:NCBI gene (formerly Entrezgene);Acc:77059]
ENSMUSG00000086245	99.9411442665683	1.36946955454013	0.263353096331355	2.56609428382156e-09	5.47163332027496e-07	ENSMUSG00000086245.2	Gm16170	lncRNA	11	48734475	48744320	-1	havana	predicted gene 16170 [Source:MGI Symbol;Acc:MGI:3805548]
ENSMUSG00000120616	83.143582706211	2.06239932409816	0.555375249746589	3.87709156581096e-09	7.24956475244099e-07	ENSMUSG00000120616.1		lncRNA	8	35673695	35674722	1	havana_tagene	novel transcript
ENSMUSG00000120990	97.2548130819319	1.45282899536958	0.290872129378268	6.03615676491941e-09	1.04804927601187e-06	ENSMUSG00000120990.1		lncRNA	4	43397468	43399837	-1	havana_tagene	novel transcript, antisense to Rusc2
ENSMUSG00000097401	103.960763281381	1.29208358616115	0.259675498710206	8.11362124034151e-09	1.36017865593256e-06	ENSMUSG00000097401.2	Gm26744	lncRNA	16	21662201	21664526	-1	havana	predicted gene, 26744 [Source:MGI Symbol;Acc:MGI:5477238]
ENSMUSG00000087526	103.261182918958	1.42470532867971	0.289623364498406	9.07338367298106e-09	1.49218582041624e-06	ENSMUSG00000087526.3	Gm15738	lncRNA	16	13172238	13286619	-1	havana	predicted gene 15738 [Source:MGI Symbol;Acc:MGI:3783180]
ENSMUSG00000092341	193256.377227745	0.818440154942902	0.160556656462325	1.0358974226238e-08	1.66758904298935e-06	ENSMUSG00000092341.5	Malat1	lncRNA	19	5845717	5852704	-1	havana	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539]
ENSMUSG00000084946	116.191898964028	1.23095223489499	0.250424363211587	1.1120723239244e-08	1.7217996210162e-06	ENSMUSG00000084946.4	Dlx1as	lncRNA	2	71346798	71368252	-1	havana	distal-less homeobox 1, antisense [Source:MGI Symbol;Acc:MGI:1195983]
ENSMUSG00000073147	614.827276180308	0.857214185941145	0.174091280684142	2.07489143962934e-08	2.91540237656127e-06	ENSMUSG00000073147.5	5031425E22Rik	lncRNA	5	23587297	23639396	-1	ensembl_havana	RIKEN cDNA 5031425E22 gene [Source:MGI Symbol;Acc:MGI:1923227]
ENSMUSG00000121497	769.43680140288	0.646612227287179	0.124714727346443	2.30343065922994e-08	3.12803309857885e-06	ENSMUSG00000121497.1		lncRNA	6	122113549	122150720	1	havana	novel transcript
ENSMUSG00000100666	55.2212077797812	1.64247407025574	0.370980276483726	2.56013512039495e-08	3.42326977589391e-06	ENSMUSG00000100666.2	1700007F19Rik	lncRNA	3	58049128	58071228	-1	havana	RIKEN cDNA 1700007F19 gene [Source:MGI Symbol;Acc:MGI:1915100]
ENSMUSG00000101724	141.948254644823	1.19600138284919	0.252670011319143	2.70306923488402e-08	3.55549397644135e-06	ENSMUSG00000101724.2	Gm29453	lncRNA	1	51886999	51888277	-1	havana	predicted gene 29453 [Source:MGI Symbol;Acc:MGI:5580159]
ENSMUSG00000100313	272.683856940576	1.20360048106076	0.255309098487969	2.9472643369788e-08	3.83112842263533e-06	ENSMUSG00000100313.2	Gm28323	lncRNA	1	51916269	51918767	-1	havana	predicted gene 28323 [Source:MGI Symbol;Acc:MGI:5579029]
ENSMUSG00000106538	228.082035519048	1.12885739292687	0.244192824476659	4.76330763819555e-08	5.78932410346287e-06	ENSMUSG00000106538.2	Gm30301	lncRNA	5	53139379	53153095	1	havana	predicted gene, 30301 [Source:MGI Symbol;Acc:MGI:5589460]
ENSMUSG00000112709	107.901410176607	1.42203457918301	0.31745789456497	6.08078607444668e-08	7.17532756784709e-06	ENSMUSG00000112709.2	Gm19395	lncRNA	10	53156377	53159782	1	havana	predicted gene, 19395 [Source:MGI Symbol;Acc:MGI:5011580]
ENSMUSG00000109698	208.570376403237	1.49287226530106	0.3406944287893	6.99430080249625e-08	8.01969169373014e-06	ENSMUSG00000109698.2	Gm45469	lncRNA	8	35834904	35843546	-1	havana	predicted gene 45469 [Source:MGI Symbol;Acc:MGI:5791305]
ENSMUSG00000100826	142.072318918419	1.17917131501118	0.261701703010918	7.85483749488229e-08	8.67888135570903e-06	ENSMUSG00000100826.7	Snhg14	lncRNA	7	58957672	59625507	-1	havana	small nucleolar RNA host gene 14 [Source:MGI Symbol;Acc:MGI:1289201]
ENSMUSG00000092268	92.5574653600009	0.979491104759638	0.215132906633197	8.38175046169578e-08	9.13648386649781e-06	ENSMUSG00000092268.2	Gm20540	lncRNA	17	49734966	49736268	-1	havana	predicted gene 20540 [Source:MGI Symbol;Acc:MGI:5142005]
ENSMUSG00000120534	217.296195720169	1.42981444452216	0.325608974147043	8.45088026715382e-08	9.17071417562388e-06	ENSMUSG00000120534.1		lncRNA	18	65171275	65173777	-1	havana_tagene	novel transcript, antisense to Nedd4l
ENSMUSG00000090582	111.105123875209	1.18411562998136	0.269412084099047	1.28158882454539e-07	1.24611444588197e-05	ENSMUSG00000090582.2	Gm17024	lncRNA	12	40259486	40261072	-1	havana	predicted gene 17024 [Source:MGI Symbol;Acc:MGI:4937851]
ENSMUSG00000086050	61.9752744601567	1.54411021138079	0.376302181974685	1.4479154425152e-07	1.33437887859416e-05	ENSMUSG00000086050.2	Gm16045	lncRNA	11	117148475	117154263	-1	havana	predicted gene 16045 [Source:MGI Symbol;Acc:MGI:3801990]
ENSMUSG00000114213	98.9307790345353	1.39904889278678	0.327026787937077	1.43630717862165e-07	1.33437887859416e-05	ENSMUSG00000114213.2	A430090L17Rik	lncRNA	13	114260884	114288128	-1	havana	RIKEN cDNA A430090L17 gene [Source:MGI Symbol;Acc:MGI:2442754]
ENSMUSG00000085599	94.4246900956751	1.25174350300806	0.290257189144402	1.68631999504937e-07	1.47982189312852e-05	ENSMUSG00000085599.2	Gm13449	lncRNA	2	34883985	34903458	1	havana	predicted gene 13449 [Source:MGI Symbol;Acc:MGI:3651453]
ENSMUSG00000105659	32.3788838867307	1.35775839981275	0.319193594857975	1.75972136734873e-07	1.53316512535889e-05	ENSMUSG00000105659.2	4930509H03Rik	lncRNA	3	104417415	104418629	-1	havana	RIKEN cDNA 4930509H03 gene [Source:MGI Symbol;Acc:MGI:1922357]
ENSMUSG00000086819	179.684954761723	1.47515475341058	0.355720695645033	1.77056248536914e-07	1.53562702844116e-05	ENSMUSG00000086819.2	Gm13613	lncRNA	2	69078651	69102835	1	havana	predicted gene 13613 [Source:MGI Symbol;Acc:MGI:3650687]
ENSMUSG00000087266	319.632809603598	1.0754106916826	0.248092961085865	1.91976121522028e-07	1.62597754772037e-05	ENSMUSG00000087266.3	Gm15991	lncRNA	8	68409421	68430703	1	havana	predicted gene 15991 [Source:MGI Symbol;Acc:MGI:3801813]
ENSMUSG00000117573	288.809835670905	1.31404545893984	0.308710339546829	1.91334837080842e-07	1.62597754772037e-05	ENSMUSG00000117573.2	Gm41668	lncRNA	18	12780574	12781476	-1	havana	predicted gene, 41668 [Source:MGI Symbol;Acc:MGI:5624553]
ENSMUSG00000100975	75.7342674464275	-1.18144925971073	0.27474770430882	1.94577832943942e-07	1.63660829176517e-05	ENSMUSG00000100975.3	Gm28875	lncRNA	12	104891760	104892948	-1	havana	predicted gene 28875 [Source:MGI Symbol;Acc:MGI:5579581]
ENSMUSG00000101609	5031.22845259407	1.12308184759727	0.260236223734741	1.95455947515959e-07	1.63832523179929e-05	ENSMUSG00000101609.3	Kcnq1ot1	lncRNA	7	142757195	142850286	-1	havana	KCNQ1 overlapping transcript 1 [Source:MGI Symbol;Acc:MGI:1926855]
ENSMUSG00000086464	159.002012492422	1.38942721291302	0.336674452771972	2.61126007483573e-07	2.02148120697793e-05	ENSMUSG00000086464.3	Gm15835	lncRNA	16	4595607	4597318	1	havana	predicted gene 15835 [Source:MGI Symbol;Acc:MGI:3801923]
ENSMUSG00000109408	211.931411585545	1.02964476192693	0.242190656872521	3.03448954188147e-07	2.31230005592648e-05	ENSMUSG00000109408.2	A930037H05Rik	lncRNA	11	119339614	119382124	-1	havana	RIKEN cDNA A930037H05 gene [Source:MGI Symbol;Acc:MGI:1925689]
ENSMUSG00000105199	51.6053478373146	1.11865066776223	0.267885199481706	3.61599442175444e-07	2.67980464646363e-05	ENSMUSG00000105199.2	Gm43581	lncRNA	3	104550310	104553173	1	havana	predicted gene 43581 [Source:MGI Symbol;Acc:MGI:5663718]
