ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000106019	95.5681636402703	-0.376441402158475	0.268404958435145	3.6934942988271e-05	0.0102335264451985	ENSMUSG00000106019.3	Gm43672	lncRNA	3	22128574	22130306	-1	havana	predicted gene 43672 [Source:MGI Symbol;Acc:MGI:5663809]
ENSMUSG00000097828	240.860761490703	0.176286207848605	0.127642846831248	0.000161859011219625	0.0289161855535561	ENSMUSG00000097828.3	6430562O15Rik	lncRNA	13	99533432	99549384	-1	havana	RIKEN cDNA 6430562O15 gene [Source:MGI Symbol;Acc:MGI:2444982]
ENSMUSG00000120774	80.7107222928957	-0.172939709633319	0.202191662427338	0.000359138177735268	0.0424837627597956	ENSMUSG00000120774.1		lncRNA	7	101916514	101916869	1	havana_tagene	novel transcript
ENSMUSG00000121134	352.15202758912	0.137729781231435	0.0728302955449062	0.00046256763122425	0.0505677675766918	ENSMUSG00000121134.1		lncRNA	2	78753816	78755908	1	havana_tagene	novel transcript
ENSMUSG00000099447	433.16325733894	0.135382497826736	0.151426784136569	0.000636091840368168	0.059721200024542	ENSMUSG00000099447.2	2310030A07Rik	lncRNA	1	150196432	150222522	-1	havana	RIKEN cDNA 2310030A07 gene [Source:MGI Symbol;Acc:MGI:1922834]
ENSMUSG00000071753	3669.050649261	0.109574740224413	0.0474665528160748	0.000972975019487194	0.0773516086326604	ENSMUSG00000071753.14	Cdr1os	lncRNA	X	60159984	60247391	1	ensembl_havana	cerebellar degeneration related antigen 1, opposite strand [Source:MGI Symbol;Acc:MGI:5637821]
ENSMUSG00000086496	279.270120593471	0.121310294292663	0.0836414860739023	0.00102994808827663	0.0811336557774779	ENSMUSG00000086496.3	Gm14204	lncRNA	2	158437388	158452643	-1	havana	predicted gene 14204 [Source:MGI Symbol;Acc:MGI:3651576]
ENSMUSG00000121069	314.213768325377	-0.10154143093553	0.097387897666829	0.00190005627309496	0.105289325202193	ENSMUSG00000121069.1		lncRNA	15	82247110	82252084	1	havana_tagene	novel transcript
ENSMUSG00000097451	2257.00155862522	0.0903012781110876	0.085551484327969	0.00347415730691115	0.135321594739647	ENSMUSG00000097451.12	Rian	lncRNA	12	109570242	109628150	1	havana	RNA imprinted and accumulated in nucleus [Source:MGI Symbol;Acc:MGI:1922995]
ENSMUSG00000118202	285.92333301483	0.0924589582129311	0.0781907813153259	0.00391358332364587	0.144325479535799	ENSMUSG00000118202.2	C030017B01Rik	lncRNA	18	40672839	40676079	1	havana	RIKEN cDNA C030017B01 gene [Source:MGI Symbol;Acc:MGI:1924774]
ENSMUSG00000121489	148.870981652229	-0.0875934935327186	0.0836112299638997	0.00403033946732591	0.145593083024936	ENSMUSG00000121489.1	1810014B01Rik	lncRNA	10	86521387	86530670	1	havana	RIKEN cDNA 1810014B01 gene [Source:NCBI gene (formerly Entrezgene);Acc:66263]
ENSMUSG00000087143	192.273188184349	0.0877502880623036	0.0753850551165573	0.00516751598704907	0.164114588758653	ENSMUSG00000087143.11	A830082K12Rik	lncRNA	13	78346136	78427510	1	havana	RIKEN cDNA A830082K12 gene [Source:MGI Symbol;Acc:MGI:2443527]
ENSMUSG00000113440	232.402687844927	0.0803589856436255	0.082368832043107	0.00539526957746841	0.165788991822687	ENSMUSG00000113440.2	Gm46404	lncRNA	13	23625992	23630105	-1	havana	predicted gene, 46404 [Source:MGI Symbol;Acc:MGI:5826041]
ENSMUSG00000120158	85.0925112261675	-0.0539794742079091	0.124159038670752	0.00561150525938556	0.166894645837995	ENSMUSG00000120158.1		lncRNA	9	62568156	62573363	-1	havana_tagene	novel transcript
ENSMUSG00000087168	636.833014326906	0.0890103039346835	0.0646026871734771	0.00590511986187574	0.169051432863483	ENSMUSG00000087168.2	Gm15983	lncRNA	16	5072650	5107485	1	havana	predicted gene 15983 [Source:MGI Symbol;Acc:MGI:3805549]
ENSMUSG00000109394	713.550621927954	0.0847894981872946	0.0746395643442294	0.00597756366724376	0.170166880146296	ENSMUSG00000109394.3	A230057D06Rik	lncRNA	7	61354267	61578438	-1	havana	RIKEN cDNA A230057D06 gene [Source:MGI Symbol;Acc:MGI:2442922]
ENSMUSG00000042857	176.793452225129	0.0795406349377969	0.076614359136222	0.00682817495513395	0.17900288993312	ENSMUSG00000042857.5	Gm9776	lncRNA	13	94492347	94495439	-1	ensembl_havana	predicted gene 9776 [Source:MGI Symbol;Acc:MGI:3641792]
ENSMUSG00000066170	64.2132641159744	0.060726231585294	0.0990441292550208	0.00669618754646004	0.17900288993312	ENSMUSG00000066170.9	E230001N04Rik	lncRNA	17	28741690	28744372	1	ensembl_havana	RIKEN cDNA E230001N04 gene [Source:MGI Symbol;Acc:MGI:2443549]
ENSMUSG00000085779	178.594312034748	-0.0400416111328294	0.121528207871331	0.00714205760046193	0.183636585023077	ENSMUSG00000085779.2	Atcayos	lncRNA	10	81030443	81046711	1	havana	ataxia, cerebellar, Cayman type, opposite strand [Source:MGI Symbol;Acc:MGI:1916928]
ENSMUSG00000060143	821.149286798799	-0.0811431434958423	0.0701028980386447	0.00800212704789541	0.19250625996958	ENSMUSG00000060143.9	Gm10076	lncRNA	14	105919259	105919665	1	ensembl_havana	predicted gene 10076 [Source:MGI Symbol;Acc:MGI:3704451]
ENSMUSG00000084890	283.970410510522	0.0403658635027016	0.113981698532292	0.00873473497066303	0.199367985896076	ENSMUSG00000084890.3	A830036E02Rik	lncRNA	11	99307782	99316323	1	havana	RIKEN cDNA A830036E02 gene [Source:MGI Symbol;Acc:MGI:3686876]
ENSMUSG00000110710	70.3647431976257	0.045940225318771	0.108234700461244	0.00879927586847081	0.199441979134451	ENSMUSG00000110710.2	C78859	lncRNA	8	95048786	95054728	1	havana	expressed sequence C78859 [Source:MGI Symbol;Acc:MGI:2142856]
ENSMUSG00000121093	189.969332951691	-0.0604769912542228	0.0817786259337056	0.0103217585208026	0.21602623972532	ENSMUSG00000121093.1		lncRNA	17	21695173	21698393	1	havana_tagene	novel transcript
ENSMUSG00000109814	235.604204683979	0.0728325228912265	0.0701888893135995	0.0113117625584635	0.221953631641646	ENSMUSG00000109814.2	Gm45847	lncRNA	7	122630638	122667528	1	havana	predicted gene 45847 [Source:MGI Symbol;Acc:MGI:5804962]
ENSMUSG00000106981	251.516406072649	0.0704807236698668	0.0717734830755993	0.011635496536701	0.223204291841479	ENSMUSG00000106981.2	Gm45495	lncRNA	5	53439152	53440851	1	havana	predicted gene 45495 [Source:MGI Symbol;Acc:MGI:5791331]
ENSMUSG00000086690	82.7314522359987	0.0514914963175503	0.0857460233162978	0.0119323403306564	0.225591422486644	ENSMUSG00000086690.2	4933406J10Rik	lncRNA	7	82392576	82404852	-1	havana	RIKEN cDNA 4933406J10 gene [Source:MGI Symbol;Acc:MGI:1921308]
ENSMUSG00000087090	191.858512780455	-0.0383900607188983	0.101004238784435	0.0123622342390642	0.227679987470986	ENSMUSG00000087090.9	Nctc1	lncRNA	7	142098346	142112337	-1	havana	non-coding transcript 1 [Source:MGI Symbol;Acc:MGI:1306816]
ENSMUSG00000085586	144.494554221488	-0.0611672037444783	0.0758437396482232	0.0129625312720919	0.230654421018981	ENSMUSG00000085586.3	Gm11613	lncRNA	11	97535010	97551193	-1	havana	predicted gene 11613 [Source:MGI Symbol;Acc:MGI:3651819]
ENSMUSG00000121095	733.417314572558	-0.0722744354426134	0.060306861508578	0.0131612788494052	0.231909814813533	ENSMUSG00000121095.1		lncRNA	2	180361948	180368558	-1	havana_tagene	novel transcript, antisense to Slc17a9
ENSMUSG00000097777	91.7151636401563	0.0490759322890132	0.0803901289652419	0.0152098238376493	0.249537861298013	ENSMUSG00000097777.9	Gm16794	lncRNA	9	95824098	95841446	-1	havana	predicted gene, 16794 [Source:MGI Symbol;Acc:MGI:4439718]
ENSMUSG00000086421	149.230828296668	0.0557600321470666	0.0744696052401325	0.0161939935256143	0.256897804498146	ENSMUSG00000086421.2	Gm14091	lncRNA	2	118660355	118664603	-1	havana	predicted gene 14091 [Source:MGI Symbol;Acc:MGI:3650488]
ENSMUSG00000097767	183.795386693029	0.0361463372467294	0.0925513245188446	0.0161876179476329	0.256897804498146	ENSMUSG00000097767.10	Miat	lncRNA	5	112361094	112377261	-1	havana	myocardial infarction associated transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444886]
