ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000110548	62.3898192955588	1.04848651208113	0.165902092983744	1.84808422577162e-11	3.18105697552362e-08	ENSMUSG00000110548.2	Gm45721	lncRNA	8	119333866	119337238	-1	havana	predicted gene 45721 [Source:MGI Symbol;Acc:MGI:5804836]
ENSMUSG00000116066	434.388175686033	-0.704697999317546	0.112309322986639	2.69977145068247e-11	3.93211328055553e-08	ENSMUSG00000116066.3	Gm49477	lncRNA	15	103044184	103049101	1	havana	predicted gene, 49477 [Source:MGI Symbol;Acc:MGI:6155147]
ENSMUSG00000092341	188156.75426988	0.370998298685561	0.0721938534054834	5.86085677218591e-11	6.29859182844719e-08	ENSMUSG00000092341.5	Malat1	lncRNA	19	5845717	5852704	-1	havana	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539]
ENSMUSG00000121103	90.3443192614431	0.699000410429961	0.127223222770235	1.28347139783546e-09	7.83911207955374e-07	ENSMUSG00000121103.1		lncRNA	17	5262276	5267593	-1	havana_tagene	novel transcript, antisense to KO:Arid1band Arid1b
ENSMUSG00000066170	223.341594408701	0.892167365937471	0.165186008502085	4.99853700365166e-09	2.53124034278718e-06	ENSMUSG00000066170.9	E230001N04Rik	lncRNA	17	28741690	28744372	1	ensembl_havana	RIKEN cDNA E230001N04 gene [Source:MGI Symbol;Acc:MGI:2443549]
ENSMUSG00000074415	1220.81994910137	0.540074194303581	0.121981516203853	8.02628111257793e-09	3.70657577037928e-06	ENSMUSG00000074415.16	Mir100hg	lncRNA	9	41238373	41628290	1	ensembl_havana	Mir100 Mirlet7a-2 Mir125b-1 cluster host gene [Source:MGI Symbol;Acc:MGI:1920394]
ENSMUSG00000010492	1055.43966942207	-0.320406166972775	0.0733743840367757	2.29309148575345e-08	9.43856395462083e-06	ENSMUSG00000010492.11	Uckl1os	lncRNA	2	181220273	181226963	1	havana	uridine-cytidine kinase 1-like 1, opposite strand [Source:MGI Symbol;Acc:MGI:3801877]
ENSMUSG00000110580	374.256252036132	0.766122422065704	0.157049082323063	2.95338416545065e-08	1.14121175078862e-05	ENSMUSG00000110580.2	D830024N08Rik	lncRNA	8	84302673	84312548	1	havana	RIKEN cDNA D830024N08 gene [Source:MGI Symbol;Acc:MGI:2442966]
ENSMUSG00000112707	473.12508179605	0.592583723383784	0.137111742030743	3.2207009776479e-08	1.15866061124238e-05	ENSMUSG00000112707.2	D830005E20Rik	lncRNA	10	33098341	33132414	-1	havana	RIKEN cDNA D830005E20 gene [Source:MGI Symbol;Acc:MGI:3045284]
ENSMUSG00000084911	334.282268231734	0.848302256909049	0.171970815987838	3.37854080253762e-08	1.18461651028236e-05	ENSMUSG00000084911.2	Gm16185	lncRNA	9	96967379	96970663	1	havana	predicted gene 16185 [Source:MGI Symbol;Acc:MGI:3802169]
ENSMUSG00000089755	40.6130647676984	1.13912849874974	0.241679489314836	3.48717491273241e-08	1.20047581450319e-05	ENSMUSG00000089755.2	0610012D04Rik	lncRNA	17	87669667	87671890	-1	havana	RIKEN cDNA 0610012D04 gene [Source:MGI Symbol;Acc:MGI:1918926]
ENSMUSG00000043488	207.46701646557	0.461197018345207	0.123939223325382	6.47262414463299e-08	2.00906009105707e-05	ENSMUSG00000043488.7	Frmd8os	lncRNA	19	5895651	5901416	1	havana	FERM domain containing 8, opposite strand [Source:MGI Symbol;Acc:MGI:3704490]
ENSMUSG00000101970	731.514759042557	0.348091137550498	0.089307076593731	7.04883352897566e-08	2.15220500476276e-05	ENSMUSG00000101970.10	Chaserr	lncRNA	7	73189549	73208143	-1	havana	CHD2 adjacent suppressive regulatory RNA [Source:MGI Symbol;Acc:MGI:1916420]
ENSMUSG00000086765	101.8542525287	0.787044900180888	0.171279834365742	9.04210839493653e-08	2.55527284104072e-05	ENSMUSG00000086765.9	Gm11827	lncRNA	4	11122805	11126998	1	havana	predicted gene 11827 [Source:MGI Symbol;Acc:MGI:3649801]
ENSMUSG00000074807	399.300638848395	-0.327370439037317	0.082640195527685	1.05839206119991e-07	2.80061225649316e-05	ENSMUSG00000074807.4	Gm10762	lncRNA	2	128807425	128809964	-1	ensembl_havana	predicted gene 10762 [Source:MGI Symbol;Acc:MGI:3704209]
ENSMUSG00000110667	40.7060751553373	0.927164099622438	0.207557753813205	1.781473345927e-07	4.1642489298496e-05	ENSMUSG00000110667.2	Gm45720	lncRNA	8	119337728	119342618	-1	havana	predicted gene 45720 [Source:MGI Symbol;Acc:MGI:5804835]
ENSMUSG00000111593	115.070342620423	0.72506348720553	0.171033477298388	1.97479479359687e-07	4.55984934414185e-05	ENSMUSG00000111593.2	Gm48742	lncRNA	9	41316670	41443383	-1	havana	predicted gene, 48742 [Source:MGI Symbol;Acc:MGI:6098410]
