ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000073535	558.728786084279	-2.08501613438844	0.0941051703019492	1.3973795398129e-110	3.25980699047554e-106	ENSMUSG00000073535.7	Gm5532	lncRNA	1	155395918	155402965	-1	ensembl_havana	predicted gene 5532 [Source:MGI Symbol;Acc:MGI:3646828]
ENSMUSG00000090257	134.183197939641	-2.1708862143261	0.149718232064998	1.61265812470869e-49	1.56750369721685e-46	ENSMUSG00000090257.2	Gm4524	lncRNA	16	25775225	25779092	1	havana	predicted gene 4524 [Source:MGI Symbol;Acc:MGI:3782709]
ENSMUSG00000112071	108.423042178432	-2.52975249092177	0.17761684837244	3.85490239423291e-48	3.59708652210661e-45	ENSMUSG00000112071.3	5430401H09Rik	lncRNA	12	32146592	32173831	-1	havana	RIKEN cDNA 5430401H09 gene [Source:MGI Symbol;Acc:MGI:1918646]
ENSMUSG00000085479	235.932257447598	1.82775321219121	0.132636490370189	4.82249992687515e-45	3.74997594313812e-42	ENSMUSG00000085479.2	9430073C21Rik	lncRNA	11	67086506	67090060	-1	havana	Riken cDNA 9430073C21 gene [Source:MGI Symbol;Acc:MGI:3699860]
ENSMUSG00000120512	1242.22302927872	1.11626524635404	0.0818675638997739	9.96399341164066e-44	6.28216319747982e-41	ENSMUSG00000120512.1		lncRNA	12	73086116	73087384	1	havana_tagene	novel transcript
ENSMUSG00000085348	490.36548565807	1.80947617079353	0.142262534133334	6.45761079342862e-39	2.89698354979044e-36	ENSMUSG00000085348.2	Myhas	lncRNA	11	67102082	67128399	-1	havana	myosin heavy chain gene antisense RNA [Source:MGI Symbol;Acc:MGI:3650429]
ENSMUSG00000085772	283.544384099985	-1.92782399024295	0.16004861413063	2.8886512692541e-35	1.03671472014092e-32	ENSMUSG00000085772.9	D630024D03Rik	lncRNA	11	31739169	31774552	-1	havana	RIKEN cDNA D630024D03 gene [Source:MGI Symbol;Acc:MGI:3041224]
ENSMUSG00000040705	158.450685040562	2.36534932742197	0.197605554375687	4.97575670699125e-35	1.73245451433868e-32	ENSMUSG00000040705.4	A930016O22Rik	lncRNA	7	19150426	19155342	-1	ensembl_havana	RIKEN cDNA A930016O22 gene [Source:MGI Symbol;Acc:MGI:3605623]
ENSMUSG00000097431	1011.71027282085	-0.684879440510225	0.0595641185970968	1.99365545703244e-32	5.53666601210151e-30	ENSMUSG00000097431.4	Gm26782	lncRNA	14	51107779	51122266	1	havana	predicted gene, 26782 [Source:MGI Symbol;Acc:MGI:5477276]
ENSMUSG00000056738	182.261222862322	-2.31540265621208	0.208154995905799	9.83863096351468e-31	2.25015277565559e-28	ENSMUSG00000056738.13	A730036I17Rik	lncRNA	2	129060889	129077524	1	ensembl_havana	RIKEN cDNA A730036I17 gene [Source:MGI Symbol;Acc:MGI:3041182]
ENSMUSG00000120158	542.994256110336	1.32896812473327	0.119535968778198	1.92971547904157e-30	4.24683044293223e-28	ENSMUSG00000120158.1		lncRNA	9	62568156	62573363	-1	havana_tagene	novel transcript
ENSMUSG00000087090	3148.91377876728	0.843941613204829	0.0777021116572875	5.22406879468042e-29	1.00716592431657e-26	ENSMUSG00000087090.9	Nctc1	lncRNA	7	142098346	142112337	-1	havana	non-coding transcript 1 [Source:MGI Symbol;Acc:MGI:1306816]
ENSMUSG00000092242	54.3521354709391	-2.14380477292017	0.206702186044826	4.00485368542568e-27	6.72123933623095e-25	ENSMUSG00000092242.2	Gm20515	lncRNA	3	34481522	34489246	-1	havana	predicted gene 20515 [Source:MGI Symbol;Acc:MGI:5141980]
ENSMUSG00000110353	239.910097827934	-1.59513386118981	0.155239432884855	1.1608128729741e-26	1.86754777246481e-24	ENSMUSG00000110353.2	Gm33543	lncRNA	10	95659835	95678792	-1	havana	predicted gene, 33543 [Source:MGI Symbol;Acc:MGI:5592702]
ENSMUSG00000105265	48.0192295925481	-2.42882745681389	0.248425507163772	1.14135183535267e-24	1.61366397667316e-22	ENSMUSG00000105265.7	Sox2ot	lncRNA	3	34158419	34736768	1	ensembl_havana	SOX2 overlapping transcript (non-protein coding) [Source:MGI Symbol;Acc:MGI:2444112]
ENSMUSG00000098708	150.335301148734	1.16431706754782	0.124906600776018	3.58349200040628e-22	4.3090567724473e-20	ENSMUSG00000098708.9	Gm27252	lncRNA	7	63546204	63549973	1	havana	predicted gene 27252 [Source:MGI Symbol;Acc:MGI:5521095]
ENSMUSG00000113553	29.1592724769689	-2.59221875568396	0.288528208712847	1.50311362353757e-21	1.6939437009606e-19	ENSMUSG00000113553.2	Gm40932	lncRNA	13	45253433	45271206	1	havana	predicted gene, 40932 [Source:MGI Symbol;Acc:MGI:5623817]
ENSMUSG00000084910	266.826560369171	1.04157633668728	0.113905514012419	2.44216397517097e-21	2.71289529584707e-19	ENSMUSG00000084910.3	C630043F03Rik	lncRNA	4	72119481	72133589	1	havana	RIKEN cDNA C630043F03 gene [Source:MGI Symbol;Acc:MGI:1915535]
ENSMUSG00000120961	393.688416222959	-1.23789027372775	0.136416347722836	2.80623310092917e-21	3.10255003689458e-19	ENSMUSG00000120961.1		lncRNA	16	55932346	55936675	-1	havana_tagene	novel transcript, antisense to Senp7
ENSMUSG00000066170	52.0402835738531	2.04652705703446	0.227827572687925	3.09963593964753e-21	3.41076920755177e-19	ENSMUSG00000066170.9	E230001N04Rik	lncRNA	17	28741690	28744372	1	ensembl_havana	RIKEN cDNA E230001N04 gene [Source:MGI Symbol;Acc:MGI:2443549]
ENSMUSG00000086645	86.0957935519389	-1.63592438532996	0.182210640085985	3.39407959879925e-21	3.71723421975534e-19	ENSMUSG00000086645.3	Gm15743	lncRNA	16	31246694	31248594	-1	havana	predicted gene 15743 [Source:MGI Symbol;Acc:MGI:3783185]
ENSMUSG00000085614	489.649061526247	0.698588114493321	0.0783738029769669	7.6370475888742e-21	8.17234156666318e-19	ENSMUSG00000085614.3	1700123M08Rik	lncRNA	4	11966565	11994653	1	havana	RIKEN cDNA 1700123M08 gene [Source:MGI Symbol;Acc:MGI:1923915]
