ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000085156	325.430938614959	0.83084641898496	0.157079945816683	3.67341865371128e-08	0.000196332947792668	ENSMUSG00000085156.10	Snhg15	lncRNA	11	6475295	6478841	-1	havana	small nucleolar RNA host gene 15 [Source:MGI Symbol;Acc:MGI:3650059]
ENSMUSG00000120562	52.0244526825312	1.63370436898513	0.408503128485175	1.00441404602812e-07	0.00031533234338394	ENSMUSG00000120562.1		lncRNA	19	5862385	5863291	1	havana_tagene	novel transcript
ENSMUSG00000084939	131.007866522058	-1.28429617252336	0.452706581196298	1.20120782457261e-06	0.00317880522352505	ENSMUSG00000084939.4	Gm830	lncRNA	4	95352961	95375674	-1	havana	predicted gene 830 [Source:MGI Symbol;Acc:MGI:2685676]
ENSMUSG00000121015	83.0898983088596	0.993280758528397	0.298598035336472	1.3515328331314e-06	0.00317880522352505	ENSMUSG00000121015.1		lncRNA	15	101158560	101161299	1	havana_tagene	novel transcript, sense intronic to Nr4a1
ENSMUSG00000090582	216.968496775196	0.781730421011191	0.402462380145357	8.30082809522859e-06	0.0111563129599872	ENSMUSG00000090582.2	Gm17024	lncRNA	12	40259486	40261072	-1	havana	predicted gene 17024 [Source:MGI Symbol;Acc:MGI:4937851]
ENSMUSG00000082766	19.6955480177706	-0.681775753163037	0.660358890247297	2.35927005178901e-05	0.0295946835296413	ENSMUSG00000082766.2	1700064H15Rik	lncRNA	3	19664532	19682841	-1	havana	RIKEN cDNA 1700064H15 gene [Source:MGI Symbol;Acc:MGI:1920674]
ENSMUSG00000075558	25.0302291459366	0.432335155522746	0.576971322336974	6.35203723313527e-05	0.056914253608892	ENSMUSG00000075558.4	Gm17151	lncRNA	10	80602693	80604821	-1	havana	predicted gene 17151 [Source:MGI Symbol;Acc:MGI:4937978]
ENSMUSG00000086231	534.429733675689	0.356801771193769	0.480341710402397	8.53924954189071e-05	0.064458648749886	ENSMUSG00000086231.2	Rapgef4os3	lncRNA	2	72075309	72079319	-1	havana	Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 3 [Source:MGI Symbol;Acc:MGI:2442080]
ENSMUSG00000113041	70.9048288624994	0.36590668227402	0.51434503411562	8.56434002310347e-05	0.064458648749886	ENSMUSG00000113041.2	Gm48302	lncRNA	13	75875398	75877281	1	havana	predicted gene, 48302 [Source:MGI Symbol;Acc:MGI:6097746]
ENSMUSG00000072844	58.7365473159783	0.239870061541505	0.411676942114906	0.000157343349471974	0.0984087165401532	ENSMUSG00000072844.7	G530011O06Rik	lncRNA	X	168758039	168761913	-1	ensembl_havana	RIKEN cDNA G530011O06 gene [Source:MGI Symbol;Acc:MGI:3603513]
ENSMUSG00000112824	43.7765292866195	0.134974194361018	0.384166969524861	0.000340102277527787	0.156082059852752	ENSMUSG00000112824.2	Gm47917	lncRNA	10	53939907	53941165	1	havana	predicted gene, 47917 [Source:MGI Symbol;Acc:MGI:6097168]
ENSMUSG00000097472	27.9913385803934	0.130153656587126	0.343541573036897	0.000391829985536041	0.171457511810375	ENSMUSG00000097472.2	Gm26586	lncRNA	8	72891233	72894664	-1	havana	predicted gene, 26586 [Source:MGI Symbol;Acc:MGI:5477080]
ENSMUSG00000097217	35.2930164705935	0.0514404860659563	0.193069999448126	0.00103979272752737	0.31500047498215	ENSMUSG00000097217.4	Gm26549	lncRNA	17	32503761	32517663	1	havana	predicted gene, 26549 [Source:MGI Symbol;Acc:MGI:5477043]
ENSMUSG00000084781	32.6177199591105	0.0575599438754458	0.232961965223316	0.00110741949620885	0.318255882321066	ENSMUSG00000084781.2	D930015M05Rik	lncRNA	2	92239237	92262653	1	havana	RIKEN cDNA D930015M05 gene [Source:MGI Symbol;Acc:MGI:3612068]
ENSMUSG00000100075	26.2020744007867	-0.0486407267312821	0.198134305023712	0.00124340731290039	0.333671215225941	ENSMUSG00000100075.2	1700018L02Rik	lncRNA	19	29023645	29026129	1	havana	RIKEN cDNA 1700018L02 gene [Source:MGI Symbol;Acc:MGI:1914579]
ENSMUSG00000097746	114.022169266143	0.0313464438148535	0.162829055627648	0.00220169469023512	0.457853982788436	ENSMUSG00000097746.3	Gm6225	lncRNA	18	3336680	3366863	1	havana	predicted gene 6225 [Source:MGI Symbol;Acc:MGI:3643252]
