ensembl_gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl_gene_id_version	external_gene_name	gene_biotype	chromosome_name	start_position	end_position	strand	source	description
ENSMUSG00000000031	6.04673458766542	8.73671993728274e-05	0.0144683900147274	0.737177782748535	0.997879459981787	ENSMUSG00000000031.18	H19	lncRNA	7	142129262	142131886	-1	ensembl_havana	H19, imprinted maternally expressed transcript [Source:MGI Symbol;Acc:MGI:95891]
ENSMUSG00000006462	1.2132400768894	-2.50381948721428e-05	0.0144703224305753	0.818272490304734	0.997879459981787	ENSMUSG00000006462.8	A530013C23Rik	lncRNA	2	167532597	167571092	1	ensembl_havana	RIKEN cDNA A530013C23 gene [Source:MGI Symbol;Acc:MGI:3041178]
ENSMUSG00000009551	18.2649561666008	0.000235956405827108	0.0144664152183933	0.504292179783397	0.997879459981787	ENSMUSG00000009551.3	6330409D20Rik	lncRNA	2	32622632	32631028	-1	ensembl_havana	RIKEN cDNA 6330409D20 gene [Source:MGI Symbol;Acc:MGI:1917980]
ENSMUSG00000010492	13.8083331815169	7.07486799087517e-05	0.0144683293628764	0.788461635195833	0.997879459981787	ENSMUSG00000010492.11	Uckl1os	lncRNA	2	181220273	181226963	1	havana	uridine-cytidine kinase 1-like 1, opposite strand [Source:MGI Symbol;Acc:MGI:3801877]
ENSMUSG00000011350	0.962036240654372	4.77989488434125e-05	0.0144703669777664	0.64223513281222	0.997879459981787	ENSMUSG00000011350.16	Gm5893	lncRNA	7	24518220	24539700	1	ensembl_havana	predicted gene 5893 [Source:MGI Symbol;Acc:MGI:3645761]
ENSMUSG00000013562	1.16870044748967	-2.80448737943883e-05	0.0144703476831947	0.790499061186948	0.997879459981787	ENSMUSG00000013562.13	4833413E03Rik	lncRNA	17	31776100	31778087	1	ensembl_havana	RIKEN cDNA 4833413E03 gene [Source:MGI Symbol;Acc:MGI:1925354]
ENSMUSG00000015451	21.7548253082092	-0.000425569550083199	0.0144633796887085	0.355951911528016	0.997879459981787	ENSMUSG00000015451.17	C4a	lncRNA	17	35028069	35042440	-1	ensembl_havana	complement component 4A (Rodgers blood group) [Source:MGI Symbol;Acc:MGI:98320]
ENSMUSG00000020164	0.660982015761753	-6.41320583694569e-05	0.0144704415572644	0.484807243079124	0.997879459981787	ENSMUSG00000020164.8	Kcnmb4os1	lncRNA	10	116253957	116257142	1	ensembl_havana	potassium large conductance calcium-activated channel, subfamily M, beta member 4, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1914592]
ENSMUSG00000020812	112.861849144563	0.000557261386839491	0.0144497167566346	0.474093683569883	0.997879459981787	ENSMUSG00000020812.20	Snhg16	lncRNA	11	116562430	116575898	1	ensembl_havana	small nucleolar RNA host gene 16 [Source:MGI Symbol;Acc:MGI:1913543]
ENSMUSG00000020992	2.83970965992629	5.39314511233938e-05	0.014469703774377	0.754625325833323	0.997879459981787	ENSMUSG00000020992.6	4930512B01Rik	lncRNA	12	69837062	69887253	1	ensembl_havana	RIKEN cDNA 4930512B01 gene [Source:MGI Symbol;Acc:MGI:1921974]
ENSMUSG00000021268	37.1407040635457	0.000448643030250336	0.0144628442798008	0.347426303997043	0.997879459981787	ENSMUSG00000021268.19	Meg3	lncRNA	12	109506879	109538165	1	ensembl_havana	maternally expressed 3 [Source:MGI Symbol;Acc:MGI:1202886]
ENSMUSG00000021874	3.86112004525836	7.75235210092825e-06	0.0144693057329038	0.969567024654845	0.997879459981787	ENSMUSG00000021874.14	4933413J09Rik	lncRNA	14	26077729	26121611	1	ensembl_havana	RIKEN cDNA 4933413J09 gene [Source:MGI Symbol;Acc:MGI:1918356]
ENSMUSG00000022639	183.782810246126	-0.000385642218051197	0.0144489067962124	0.626871453031768	0.997879459981787	ENSMUSG00000022639.16	Dubr	lncRNA	16	50530732	50553159	-1	ensembl_havana	Dppa2 upstream binding RNA [Source:MGI Symbol;Acc:MGI:1915440]
ENSMUSG00000024546	0.321768857630931	-1.7171698664637e-06	0.0144706215734575	0.975851371644184	0.997879459981787	ENSMUSG00000024546.7	4930546C10Rik	lncRNA	18	69022558	69084599	-1	ensembl_havana	RIKEN cDNA 4930546C10 gene [Source:MGI Symbol;Acc:MGI:1926181]
ENSMUSG00000024658	2.69563450561899	-0.000104290739216341	0.0144697710554154	0.531858386402149	0.997879459981787	ENSMUSG00000024658.8	Gm9750	lncRNA	19	9112521	9256539	1	havana	predicted gene 9750 [Source:MGI Symbol;Acc:MGI:3642669]
ENSMUSG00000025450	31.7136884119564	-0.000358047393248283	0.0144631322965387	0.444917689296903	0.997879459981787	ENSMUSG00000025450.5	Gm9752	lncRNA	13	119610340	119613297	-1	ensembl_havana	predicted gene 9752 [Source:MGI Symbol;Acc:MGI:3641896]
ENSMUSG00000025644	3.71749410846279	0.000109098187834946	0.0144691779710686	0.60699053529569	0.997879459981787	ENSMUSG00000025644.11	Gm7628	lncRNA	9	108922912	108926864	-1	ensembl_havana	predicted gene 7628 [Source:MGI Symbol;Acc:MGI:3643956]
ENSMUSG00000025961	0.632459040400453	4.14028831883235e-05	0.0144705023041411	0.612178420225544	0.997879459981787	ENSMUSG00000025961.2	4933402D24Rik	lncRNA	1	63794066	63808426	-1	ensembl_havana	RIKEN cDNA 4933402D24 gene [Source:MGI Symbol;Acc:MGI:1921676]
ENSMUSG00000026729	13.165131797434	0.000170462490573427	0.0144654751262338	0.661973418147052	0.997879459981787	ENSMUSG00000026729.10	4930562F07Rik	lncRNA	1	159902305	159905555	-1	ensembl_havana	RIKEN cDNA 4930562F07 gene [Source:MGI Symbol;Acc:MGI:1922505]
ENSMUSG00000026736	8.53528590009089	-5.16381887582355e-05	0.014467150834226	0.872542104579709	0.997879459981787	ENSMUSG00000026736.4	4930426L09Rik	lncRNA	2	19003130	19005548	1	ensembl_havana	RIKEN cDNA 4930426L09 gene [Source:MGI Symbol;Acc:MGI:1921879]
ENSMUSG00000027196	17.5349484962694	0.000316141926445641	0.0144646882175104	0.44949795533121	0.997879459981787	ENSMUSG00000027196.12	Alkbh3os1	lncRNA	2	93810379	93813920	1	ensembl_havana	alkB homolog 3, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1918102]
ENSMUSG00000029092	7.90642667883441	-5.3062953064609e-05	0.0144672717215055	0.866811902410897	0.997879459981787	ENSMUSG00000029092.10	D5Ertd615e	lncRNA	5	45166513	45581744	-1	ensembl_havana	DNA segment, Chr 5, ERATO Doi 615, expressed [Source:MGI Symbol;Acc:MGI:1277236]
ENSMUSG00000029360	2.22711787147727	-1.70596814615708e-05	0.0144698412795616	0.915411614232295	0.997879459981787	ENSMUSG00000029360.4	Gm9754	lncRNA	5	118203425	118207775	1	ensembl_havana	predicted gene 9754 [Source:MGI Symbol;Acc:MGI:3704256]
ENSMUSG00000029409	0.804383138759178	1.47068737748337e-05	0.0144705417626664	0.843194364420696	0.997879459981787	ENSMUSG00000029409.8	U90926	lncRNA	5	92357752	92363267	-1	ensembl_havana	cDNA sequence U90926 [Source:MGI Symbol;Acc:MGI:1930915]
ENSMUSG00000030623	0.850186864598379	1.11781854956012e-05	0.0144705373611166	0.88183375657652	0.997879459981787	ENSMUSG00000030623.5	Prss23os	lncRNA	7	89159215	89161081	1	ensembl_havana	protease, serine 23, opposite strand [Source:MGI Symbol;Acc:MGI:1916654]
ENSMUSG00000030636	0.358429662520765	-1.84537298719434e-06	0.014470613271202	0.974966469533546	0.997879459981787	ENSMUSG00000030636.16	1700010L04Rik	lncRNA	7	82500807	82509057	1	ensembl_havana	RIKEN cDNA 1700010L04 gene [Source:MGI Symbol;Acc:MGI:1916583]
ENSMUSG00000030664	0.841043943649012	2.32059003246765e-05	0.0144704037824641	0.812014402403672	0.997879459981787	ENSMUSG00000030664.4	Sox6os	lncRNA	7	115631214	115631785	1	ensembl_havana	SRY (sex determining region Y)-box 6, opposite strand [Source:MGI Symbol;Acc:MGI:1915719]
ENSMUSG00000031294	1.4414582001805	6.60136657371614e-05	0.0144702281798835	0.584865324715745	0.997879459981787	ENSMUSG00000031294.10	D630029K05Rik	lncRNA	10	116800612	116805010	1	ensembl_havana	RIKEN cDNA D630029K05 gene [Source:MGI Symbol;Acc:MGI:2143561]
ENSMUSG00000031736	7.54102457868543	8.69881979640167e-05	0.0144679246291575	0.760207547247284	0.997879459981787	ENSMUSG00000031736.13	Crnde	lncRNA	8	93052659	93084247	-1	ensembl_havana	colorectal neoplasia differentially expressed (non-protein coding) [Source:MGI Symbol;Acc:MGI:1918546]
ENSMUSG00000034587	23.1965709520688	-0.00026233271862611	0.0144632943749817	0.571557326672675	0.997879459981787	ENSMUSG00000034587.10	8430429K09Rik	lncRNA	11	3402365	3429831	1	ensembl_havana	RIKEN cDNA 8430429K09 gene [Source:MGI Symbol;Acc:MGI:1918773]
ENSMUSG00000034764	8.61898767071195	0.000465743034266031	0.0144676116808867	0.121125513750903	0.997879459981787	ENSMUSG00000034764.16	1700006J14Rik	lncRNA	10	120200062	120220241	1	ensembl_havana	RIKEN cDNA 1700006J14 gene [Source:MGI Symbol;Acc:MGI:2447818]
ENSMUSG00000035983	0.482770302400845	-3.44539774914995e-05	0.0144706317288229	0.524027208025148	0.997879459981787	ENSMUSG00000035983.5	Gm7008	lncRNA	12	40272757	40279183	1	ensembl_havana	predicted gene 7008 [Source:MGI Symbol;Acc:MGI:3647211]
ENSMUSG00000037535	3.54051982907025	-0.000265497860897919	0.0144693599103915	0.182824344892029	0.997879459981787	ENSMUSG00000037535.6	1700021A07Rik	lncRNA	10	21295257	21302464	1	ensembl_havana	RIKEN cDNA 1700021A07 gene [Source:MGI Symbol;Acc:MGI:1924174]
ENSMUSG00000037735	7.24886706954096	1.95400531063869e-05	0.0144686436263427	0.936650514158394	0.997879459981787	ENSMUSG00000037735.8	2810032G03Rik	lncRNA	12	5425870	5466631	1	ensembl_havana	RIKEN cDNA 2810032G03 gene [Source:MGI Symbol;Acc:MGI:1919919]
ENSMUSG00000037884	0.801190817157056	2.37819141669692e-05	0.0144704087175318	0.806007148521808	0.997879459981787	ENSMUSG00000037884.7	1700017G19Rik	lncRNA	3	40559016	40577061	-1	ensembl_havana	RIKEN cDNA 1700017G19 gene [Source:MGI Symbol;Acc:MGI:1919477]
ENSMUSG00000037982	19.5218440620151	4.64237956872335e-05	0.0144637710013557	0.917577197024128	0.997879459981787	ENSMUSG00000037982.18	Gm9725	lncRNA	8	81740205	81787824	1	ensembl_havana	predicted gene 9725 [Source:MGI Symbol;Acc:MGI:3646552]
ENSMUSG00000038152	0.948277298684138	3.65779972311124e-05	0.0144704484703657	0.686757068798333	0.997879459981787	ENSMUSG00000038152.6	5033430I15Rik	lncRNA	13	46118656	46120901	1	ensembl_havana	RIKEN cDNA 5033430I15 gene [Source:MGI Symbol;Acc:MGI:1923250]
ENSMUSG00000038917	1.3068629824775	-5.64551474757026e-05	0.0144702274271829	0.640612263529199	0.997879459981787	ENSMUSG00000038917.6	3930402G23Rik	lncRNA	8	10974427	10978696	-1	ensembl_havana	RIKEN cDNA 3930402G23 gene [Source:MGI Symbol;Acc:MGI:1921277]
ENSMUSG00000039133	1.14024795401528	7.77723530300961e-05	0.0144702526828534	0.509370183654869	0.997879459981787	ENSMUSG00000039133.9	9330171B17Rik	lncRNA	7	79360031	79362105	1	ensembl_havana	RIKEN cDNA 9330171B17 gene [Source:MGI Symbol;Acc:MGI:3696417]
ENSMUSG00000039545	2.28065192930316	4.16346183760254e-05	0.0144696641213001	0.812839027124865	0.997879459981787	ENSMUSG00000039545.17	Flicr	lncRNA	X	7439839	7447266	1	ensembl_havana	Foxp3 regulating long intergenic noncoding RNA [Source:MGI Symbol;Acc:MGI:1925435]
ENSMUSG00000039563	2.30306075529522	0.000100423482451679	0.0144697516606185	0.551168197652601	0.997879459981787	ENSMUSG00000039563.7	2210406O10Rik	lncRNA	5	36604955	36622197	-1	ensembl_havana	RIKEN cDNA 2210406O10 gene [Source:MGI Symbol;Acc:MGI:1923960]
ENSMUSG00000039798	8.32338895354164	0.000363374978391089	0.0144690750435503	0.0970737566231369	0.997879459981787	ENSMUSG00000039798.3	2600006K01Rik	lncRNA	2	29758735	29760329	-1	ensembl_havana	RIKEN cDNA 2600006K01 gene [Source:MGI Symbol;Acc:MGI:1917569]
