"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000091971"	1163.06428130045	-4.18997309491084	0.1892473454905	1.6353341109409e-110	3.30599143867812e-106
"ENSMUSG00000025153"	9520.01863738113	-2.3472871043417	0.138274660862056	6.23715564420797e-66	6.30451692516542e-62
"ENSMUSG00000044405"	1630.72325102375	-2.22655630395749	0.157485169867139	8.91813397739851e-47	6.00963321623628e-43
"ENSMUSG00000052605"	364.992212093359	-6.28215479003396	0.458620962530944	3.06443027746175e-46	1.54876306222917e-42
"ENSMUSG00000031722"	605.951803643336	-2.65724320629113	0.217759115248373	2.06156957565606e-35	8.33533810829257e-32
"ENSMUSG00000035686"	15648.5213709784	-1.82849750179564	0.155016904741319	1.17721424081901e-33	3.3997947274853e-30
"ENSMUSG00000090223"	393.064887372733	8.18994690459157	0.706608850252077	1.15083141437521e-33	3.3997947274853e-30
"ENSMUSG00000027513"	399.629561721164	-3.37119638043146	0.286019625609983	2.47784347460762e-33	6.26151046033346e-30
"ENSMUSG00000041737"	275.217800674175	-3.77406055923291	0.322510964956978	3.49268713501115e-33	7.84535145793172e-30
"ENSMUSG00000090877"	382.722477320305	-3.37490388630433	0.294016779645169	9.03558086509019e-32	1.82663302768663e-28
"ENSMUSG00000005483"	3082.27876474005	-1.47112443131914	0.136244989167929	1.65374988255789e-28	3.03929160234457e-25
"ENSMUSG00000033022"	1179.34274704612	-2.01186054266047	0.187961014149771	2.96213160767923e-28	4.99020438173693e-25
"ENSMUSG00000079017"	42289.255072901	-1.13106179978894	0.108241532819788	2.05141609377896e-26	3.19010982706426e-23
"ENSMUSG00000021957"	5107.30770095848	-1.49828111322529	0.145297357242318	2.73717977381824e-26	3.95248759339354e-23
"ENSMUSG00000031489"	168.836875959834	-4.36739156756817	0.447945834442722	1.52189791879177e-24	2.0511125550863e-21
"ENSMUSG00000001504"	327.323375380238	2.54144920794678	0.281057957561511	8.18396572684703e-21	1.03404406958712e-17
"ENSMUSG00000040564"	952.566895694243	-2.04057334376616	0.235817521662375	1.51297235953739e-19	1.79919113061223e-16
"ENSMUSG00000020917"	2416.55647189089	-1.15550014274671	0.134014843123612	8.36197259148626e-19	9.39142432830479e-16
"ENSMUSG00000094686"	3455.70333312721	-1.12233095518642	0.13172272930926	2.26198473560334e-18	2.40675175868195e-15
"ENSMUSG00000041220"	619.297512124613	-2.28577080074852	0.274121055097774	2.87554970618337e-18	2.90660564301015e-15
"ENSMUSG00000089665"	300.100097987535	-2.41993784605449	0.294418399475021	9.07325804090914e-18	8.73452307404854e-15
"ENSMUSG00000003528"	2216.26183685759	-1.28652927756357	0.161042482344487	1.11699738884184e-16	1.02641905512849e-13
"ENSMUSG00000050071"	2862.94453177752	-1.07145965232586	0.133307284478931	1.52274719881904e-16	1.33842858136199e-13
"ENSMUSG00000020532"	1193.85168917215	-1.36999343125562	0.173864720593732	2.07651783679141e-16	1.74912019119063e-13
"ENSMUSG00000059430"	547.113385127163	-2.14748027172252	0.279320043945777	4.80200684366305e-16	3.88309481405969e-13
"ENSMUSG00000029368"	192.666222518777	-2.68251907807955	0.350762413457847	1.09132963310123e-15	8.48550763952863e-13
"ENSMUSG00000028359"	180.341215182138	-2.69312720915811	0.357230656766449	2.5125131511512e-15	1.8812209579138e-12
"ENSMUSG00000020893"	1063.40206841019	-1.25379369207124	0.165739375329606	3.53827140306507e-15	2.55463195301298e-12
"ENSMUSG00000028410"	3144.17231269784	-0.989611954691015	0.13180634175061	1.18423495406427e-14	7.98016461045444e-12
"ENSMUSG00000032085"	551.797517651207	-1.83089593991399	0.252463353124099	1.18418449367707e-14	7.98016461045444e-12
"ENSMUSG00000002588"	96.8151311872284	-3.91596745599538	0.546587009041882	1.43766072380775e-14	9.37540296532177e-12
"ENSMUSG00000018830"	2969.24693643638	-1.0888243666281	0.146888505637691	1.90285890501549e-14	1.20213111324354e-11
"ENSMUSG00000028125"	614.682668109125	1.62581534285866	0.232394103909442	9.33985101807615e-14	5.72164933883113e-11
"ENSMUSG00000021922"	334.903137648999	-1.98569045056658	0.295686317613294	5.35466379732238e-13	3.18382009784322e-10
"ENSMUSG00000038393"	48512.2444683921	0.733140695515658	0.110167300688195	6.56650548809799e-13	3.7928135699254e-10
"ENSMUSG00000022283"	27644.7829440519	1.00880579950405	0.145895063033061	8.12813246036361e-13	4.56439793940863e-10
"ENSMUSG00000003477"	853.997299232636	-1.22023379064545	0.181084872384176	1.59119061678988e-12	8.69392148892545e-10
"ENSMUSG00000041313"	1307.25309157237	1.07602540330614	0.160804832052058	3.23813201048399e-12	1.72268622957748e-09
"ENSMUSG00000031373"	183.380908683141	-2.23179367392241	0.347428371208258	4.30782185202965e-12	2.23299811693927e-09
"ENSMUSG00000048040"	252.580375675665	-2.23525964422682	0.351067156303689	6.23432405067215e-12	3.15082737520971e-09
"ENSMUSG00000026768"	757.824237886538	-1.49607825344882	0.233463507662201	6.7609950956586e-12	3.33366528911791e-09
"ENSMUSG00000020641"	1389.66181555349	1.22838401195732	0.189533339161963	8.66794169210295e-12	4.17216926779889e-09
"ENSMUSG00000023829"	7669.80766776167	-1.0489265391654	0.162644420662305	1.62637003016714e-11	7.64620849531603e-09
"ENSMUSG00000024610"	5733.6451947096	-0.902093910358445	0.143464282126366	3.63756900945988e-11	1.67129761580093e-08
"ENSMUSG00000070867"	2187.74376794353	0.937453452523734	0.148795299275941	3.83756787741221e-11	1.69004110275718e-08
"ENSMUSG00000028464"	8760.53093314425	-0.955387834160571	0.151489448492297	3.84556246175456e-11	1.69004110275718e-08
"ENSMUSG00000040605"	1132.09049679564	1.02027073811622	0.162411100436366	4.63299882078107e-11	1.99278093959383e-08
