"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000020027"	1805.36895395252	-0.000698221683999693	0.00688315032572607	2.52705518559344e-05	0.276560919511346
"ENSMUSG00000022003"	2697.73882046014	-0.000802412856339253	0.00688264010866261	1.55515220298738e-05	0.276560919511346
"ENSMUSG00000111709"	24.768566127544	0.000325792071914431	0.00688472942801533	1.73317139912153e-05	0.276560919511346
"ENSMUSG00000048538"	2488.28750595236	0.00161489841247745	0.0068733105929059	6.10676847599877e-05	0.501243556509979
"ENSMUSG00000074183"	28.5923754810275	0.00033271138105844	0.00688462394803286	8.82764321748348e-05	0.579658364232835
"ENSMUSG00000039533"	909.834412614714	0.000892806009834921	0.00688116409058595	0.000136157171698205	0.745052043532577
"ENSMUSG00000102135"	5.70578788886015	5.96791996459244e-05	0.00688480336113647	0.385599013117262	0.999936236791504
"ENSMUSG00000100764"	1.753037520577	-3.84607378296065e-05	0.00688507644362953	0.217209127387038	0.999936236791504
"ENSMUSG00000100635"	1.04874975349674	-1.25872661711321e-05	0.00688509149926995	0.648855700057304	0.999936236791504
"ENSMUSG00000100480"	6.46126771916336	-9.80900180349114e-05	0.00688483906664863	0.131951409009878	0.999936236791504
"ENSMUSG00000100025"	23.4343754069975	9.87666466532704e-05	0.00688432094574867	0.354345397957076	0.999936236791504
"ENSMUSG00000051285"	7422.91997756836	-0.000196171395154827	0.00687914501240098	0.494537726743175	0.999936236791504
"ENSMUSG00000098201"	21.7490360184875	-5.7547207383187e-05	0.00688434084962196	0.584877682803655	0.999936236791504
"ENSMUSG00000103509"	296.391040265293	1.60557017951402e-06	0.00688359330359341	0.99123948515776	0.999936236791504
"ENSMUSG00000097797"	9.33274892208778	7.06291207069779e-05	0.00688459843761923	0.416373449106251	0.999936236791504
"ENSMUSG00000104226"	0.384184931804748	-9.31857367641351e-06	0.00688513098098117	0.53027358231059	0.999936236791504
"ENSMUSG00000039748"	12.0801093065341	7.92812188807363e-05	0.00688458550541456	0.367203704182385	0.999936236791504
"ENSMUSG00000057363"	643.415079226108	-3.14979277316471e-05	0.00687791272296374	0.920402120763597	0.999936236791504
"ENSMUSG00000047216"	3.56209221938804	-1.00868718839009e-05	0.00688497048599546	0.837879528771132	0.999936236791504
