"gene"	"baseMean"	"log2FoldChange"	"lfcSE"	"pvalue"	"padj"
"ENSMUSG00000021647"	364.623728709384	2.1050194717047	0.287585065652991	3.14638752219393e-14	8.05601061182535e-10
"ENSMUSG00000026387"	230.074395738848	1.43577397696715	0.216797871706283	1.62072893383208e-12	2.07485718109182e-08
"ENSMUSG00000073434"	818.576931681006	0.472557942146848	0.0883305633366439	1.30770391170339e-09	1.11608169850845e-05
"ENSMUSG00000038550"	33.5849317544205	-1.32130553074979	0.319337380929305	5.28148649619986e-08	0.000270454360497402
"ENSMUSG00000054517"	494.215175270542	-0.409148181557478	0.0867650950181064	4.33326267276964e-08	0.000270454360497402
"ENSMUSG00000038037"	407.238238093543	0.627113715975072	0.167426214679379	1.69595949406789e-07	0.000723722448101904
"ENSMUSG00000010048"	940.35704042696	-0.329327907882629	0.0797958019223981	8.45712304011011e-07	0.00309337397598542
"ENSMUSG00000026077"	252.86100919489	1.49174160627533	0.614096951041867	1.19035020782822e-06	0.00314651108838324
"ENSMUSG00000028542"	572.97878055903	-0.399267908725389	0.105432639961045	1.22891387610656e-06	0.00314651108838324
"ENSMUSG00000022389"	4512.86330109329	-0.709673747291887	0.272384309042187	1.11016337256903e-06	0.00314651108838324
"ENSMUSG00000038393"	8804.59668372433	-0.479359572126029	0.138657501937118	1.37836426569751e-06	0.00320833078717447
"ENSMUSG00000031167"	1681.81780864769	-0.369805958730486	0.140013807550112	1.20763055164997e-05	0.0257668105370382
"ENSMUSG00000078349"	278.828792591336	0.34799805514994	0.150159741338509	2.17194188191261e-05	0.0427772307265311
"ENSMUSG00000034165"	18118.3378580386	0.289001082709701	0.114987968071005	2.71594097444179e-05	0.0496706805068625
"ENSMUSG00000018900"	2005.04771384131	-0.201729678112044	0.0688952647069296	2.96191801235469e-05	0.0505579658588864
"ENSMUSG00000027510"	376.190031655014	-0.268920528562829	0.112121387077857	3.70570020433857e-05	0.059300467519928
"ENSMUSG00000038793"	283.424123264853	-0.359293690644932	0.337009265571467	4.11646417305397e-05	0.0598424894984907
"ENSMUSG00000027901"	199.993892456978	-0.305471708391187	0.15074980488296	4.3324717544586e-05	0.0598424894984907
"ENSMUSG00000028876"	89.2808365101868	0.349260787904306	0.410846015173784	4.44074090170022e-05	0.0598424894984907
"ENSMUSG00000054499"	1040.21338649188	-0.32818077230588	0.22183476671109	5.61163909062248e-05	0.0684192415601419
"ENSMUSG00000022288"	12.731513379405	0.544850111137776	0.94777998263753	5.46962615513295e-05	0.0684192415601419
"ENSMUSG00000031444"	98.0793830414505	-1.44151195257227	2.14378545485981	6.01978293986918e-05	0.0700593283601866
"ENSMUSG00000109385"	13.7767389667439	0.410679098080129	0.779619550938386	6.67891938710466e-05	0.0743508921684468
"ENSMUSG00000034560"	2744.44624626804	-0.195117235666275	0.0837257740750677	6.98696253683465e-05	0.0745392453304643
"ENSMUSG00000038379"	55.1769609161954	0.277071991653084	0.467008800464441	7.45473470981475e-05	0.0763484110040388
"ENSMUSG00000039001"	6096.09268011654	-0.19923975416586	0.0928351481735768	8.67876726510803e-05	0.0854658296368562
"ENSMUSG00000016921"	6255.72508307768	0.176585052010176	0.0807543354007912	9.40669864242011e-05	0.0873706878828026
"ENSMUSG00000078486"	197.359248697062	0.259017865940148	0.310395502998259	9.55467606904575e-05	0.0873706878828026
"ENSMUSG00000044646"	391.448173798798	-0.276070705278471	0.217944560873893	0.000105933749037131	0.0935285417360932
"ENSMUSG00000066652"	10.9863319215034	-0.317245779804126	0.755248142623181	0.000116256962341155	0.099221442126098
"ENSMUSG00000002324"	919.759958621422	0.225172029415492	0.271935264105867	0.00014951402231015	0.119629907100908
"ENSMUSG00000079563"	36.0999867274384	-0.421039303614855	1.04405428194768	0.000146343162128878	0.119629907100908
"ENSMUSG00000055116"	1114.57889988298	0.158751922239639	0.397673487009027	0.000186861348438801	0.140717587218443
"ENSMUSG00000019987"	179.56109990534	-0.74469668766476	1.76384440378816	0.000182851059457062	0.140717587218443
"ENSMUSG00000025938"	80.400542684612	0.212600136876122	0.241402861217632	0.000201890675618499	0.142227236458859
"ENSMUSG00000039533"	1981.00817495491	0.176515632437727	0.2782346119075	0.000205530688524363	0.142227236458859
